Company_number,Date,1_month,3_month,6_month,12_month,24_month,36_month,60_month,Sector,1_month_correlation,3_month_correlation,6_month_correlation,12_month_correlation,24_month_correlation,36_month_correlation,60_month_correlation
97424365.0,2024-08-01,,,,0.0058,,,,Energy & Resources,,,,0.2097916281094278,,,
96798575.0,2024-08-01,,,,0.0058,,,,Healthcare & Pharmaceuticals,,,,0.2097916281094278,,,
89724664.0,2024-08-01,,,,0.0058,,,,Financial Services,,,,0.2097916281094278,,,
96223536.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
96223536.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
96223536.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
97768388.0,2024-08-01,,,,0.0058,,,,Real Estate & Property,,,,0.2097916281094278,,,
97768388.0,2024-08-01,,,,0.0058,,,,Real Estate & Property,,,,0.2097916281094278,,,
96805769.0,2024-08-01,,,,0.2387,,,,Professional Services & Consulting,,,,0.12000078682219927,,,
96805769.0,2024-08-01,,,,0.0058,,,,Professional Services & Consulting,,,,0.2097916281094278,,,
96805769.0,2024-08-01,,,,0.0058,,,,Professional Services & Consulting,,,,0.2097916281094278,,,
82985731.0,2024-08-01,,,,1.0,,,,Real Estate & Property,,,,0.12,,,
82985731.0,2024-08-01,,,,0.2387,,,,Real Estate & Property,,,,0.12000078682219927,,,
97633712.0,2024-08-01,,,,0.0005,,,,Energy & Resources,,,,0.2370371894433999,,,
96685212.0,2024-08-01,,,,0.0202,,,,Professional Services & Consulting,,,,0.1637062775485828,,,
96685212.0,2024-08-01,,,,0.0202,,,,Professional Services & Consulting,,,,0.1637062775485828,,,
85979874.0,2024-08-01,,,,0.0058,,,,Professional Services & Consulting,,,,0.2097916281094278,,,
85979874.0,2024-08-01,,,,0.0058,,,,Professional Services & Consulting,,,,0.2097916281094278,,,
85979874.0,2024-08-01,,,,0.0202,,,,Professional Services & Consulting,,,,0.1637062775485828,,,
85979874.0,2024-08-01,,,,0.0202,,,,Professional Services & Consulting,,,,0.1637062775485828,,,
85979874.0,2024-08-01,,,,0.0202,,,,Professional Services & Consulting,,,,0.1637062775485828,,,
85979874.0,2024-08-01,,,,0.0058,,,,Professional Services & Consulting,,,,0.2097916281094278,,,
85979874.0,2024-08-01,,,,0.0058,,,,Professional Services & Consulting,,,,0.2097916281094278,,,
85979874.0,2024-08-01,,,,0.0058,,,,Professional Services & Consulting,,,,0.2097916281094278,,,
85979874.0,2024-08-01,,,,0.0202,,,,Professional Services & Consulting,,,,0.1637062775485828,,,
85979874.0,2024-08-01,,,,0.0058,,,,Professional Services & Consulting,,,,0.2097916281094278,,,
85979874.0,2024-08-01,,,,0.0058,,,,Professional Services & Consulting,,,,0.2097916281094278,,,
80369858.0,2024-08-01,,,,0.0012,,,,Telecommunications & Media,,,,0.23301174403010982,,,
97615704.0,2024-08-01,,,,0.0058,,,,Energy & Resources,,,,0.2097916281094278,,,
97619953.0,2024-08-01,,,,0.0058,,,,Industrial & Manufacturing,,,,0.2097916281094278,,,
97408469.0,2024-08-01,,,,0.0012,,,,Professional Services & Consulting,,,,0.23301174403010982,,,
97408469.0,2024-08-01,,,,0.0012,,,,Professional Services & Consulting,,,,0.23301174403010982,,,
97408469.0,2024-08-01,,,,0.0012,,,,Professional Services & Consulting,,,,0.23301174403010982,,,
96540424.0,2024-08-01,,,,0.0005,,,,Energy & Resources,,,,0.2370371894433999,,,
96540424.0,2024-08-01,,,,0.0005,,,,Energy & Resources,,,,0.2370371894433999,,,
96540424.0,2024-08-01,,,,0.0005,,,,Energy & Resources,,,,0.2370371894433999,,,
97453479.0,2024-08-01,,,,0.0005,,,,Utilities,,,,0.2370371894433999,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
80366254.0,2024-08-01,,,,0.0012,,,,Consumer Goods & Retail,,,,0.23301174403010982,,,
96417624.0,2024-08-01,,,,0.0058,,,,Energy & Resources,,,,0.2097916281094278,,,
96417624.0,2024-08-01,,,,0.0058,,,,Energy & Resources,,,,0.2097916281094278,,,
80847193.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
80847193.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
81809916.0,2024-08-01,,,,0.0012,,,,Financial Services,,,,0.23301174403010982,,,
96808921.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
96808921.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
96808921.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
96808921.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
96808921.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
96808921.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
97514955.0,2024-08-01,,,,0.0202,,,,Technology & Software,,,,0.1637062775485828,,,
96855122.0,2024-08-01,,,,0.0202,,,,Technology & Software,,,,0.1637062775485828,,,
96855122.0,2024-08-01,,,,0.0202,,,,Technology & Software,,,,0.1637062775485828,,,
96855122.0,2024-08-01,,,,0.0202,,,,Technology & Software,,,,0.1637062775485828,,,
96846805.0,2024-08-01,,,,0.0202,,,,Technology & Software,,,,0.1637062775485828,,,
96846805.0,2024-08-01,,,,0.0202,,,,Technology & Software,,,,0.1637062775485828,,,
96846805.0,2024-08-01,,,,0.0202,,,,Technology & Software,,,,0.1637062775485828,,,
97635553.0,2024-08-01,,,,0.0005,,,,Energy & Resources,,,,0.2370371894433999,,,
97635553.0,2024-08-01,,,,0.0005,,,,Energy & Resources,,,,0.2370371894433999,,,
97581863.0,2024-08-01,,,,0.0005,,,,Energy & Resources,,,,0.2370371894433999,,,
97373469.0,2024-08-01,,,,0.2387,,,,Financial Services,,,,0.12000078682219927,,,
97337768.0,2024-08-01,,,,0.0058,,,,Industrial & Manufacturing,,,,0.2097916281094278,,,
84017070.0,2024-08-01,,,,0.0005,,,,Energy & Resources,,,,0.2370371894433999,,,
84017070.0,2024-08-01,,,,0.0005,,,,Energy & Resources,,,,0.2370371894433999,,,
84017070.0,2024-08-01,,,,0.0005,,,,Energy & Resources,,,,0.2370371894433999,,,
91360892.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
91360892.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
91360892.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
91360892.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
91360892.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
91360892.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
91360892.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
91360892.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
91360892.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
97250886.0,2024-08-01,,,,0.0202,,,,Energy & Resources,,,,0.1637062775485828,,,
97211986.0,2024-08-01,,,,0.0202,,,,Unassigned,,,,0.1637062775485828,,,
97211983.0,2024-08-01,,,,0.0202,,,,Energy & Resources,,,,0.1637062775485828,,,
96196296.0,2024-08-01,,,,0.0012,,,,Healthcare & Pharmaceuticals,,,,0.23301174403010982,,,
96268544.0,2024-08-01,,,,0.0012,,,,Healthcare & Pharmaceuticals,,,,0.23301174403010982,,,
96268544.0,2024-08-01,,,,0.0012,,,,Healthcare & Pharmaceuticals,,,,0.23301174403010982,,,
96268544.0,2024-08-01,,,,0.0012,,,,Healthcare & Pharmaceuticals,,,,0.23301174403010982,,,
96268544.0,2024-08-01,,,,0.0012,,,,Healthcare & Pharmaceuticals,,,,0.23301174403010982,,,
96268550.0,2024-08-01,,,,0.0012,,,,Healthcare & Pharmaceuticals,,,,0.23301174403010982,,,
96268550.0,2024-08-01,,,,0.0012,,,,Healthcare & Pharmaceuticals,,,,0.23301174403010982,,,
96268550.0,2024-08-01,,,,0.0012,,,,Healthcare & Pharmaceuticals,,,,0.23301174403010982,,,
96268550.0,2024-08-01,,,,0.0012,,,,Healthcare & Pharmaceuticals,,,,0.23301174403010982,,,
96268550.0,2024-08-01,,,,0.0012,,,,Healthcare & Pharmaceuticals,,,,0.23301174403010982,,,
96268550.0,2024-08-01,,,,0.0012,,,,Healthcare & Pharmaceuticals,,,,0.23301174403010982,,,
96425717.0,2024-08-01,,,,0.2387,,,,Telecommunications & Media,,,,0.12000078682219927,,,
96173016.0,2024-08-01,,,,0.2387,,,,Healthcare & Pharmaceuticals,,,,0.12000078682219927,,,
90265313.0,2024-08-01,,,,0.0202,,,,Technology & Software,,,,0.1637062775485828,,,
96872571.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
96872571.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
96872571.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
96872571.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
96872571.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
96872571.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
80104893.0,2024-08-01,,,,0.0202,,,,Telecommunications & Media,,,,0.1637062775485828,,,
80762986.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80762986.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80762986.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80762986.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80762986.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80762986.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80762986.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80762986.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80762986.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80762986.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80897232.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80897232.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80897232.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
80365895.0,2024-08-01,,,,0.0058,,,,Telecommunications & Media,,,,0.2097916281094278,,,
91956491.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
91956491.0,2024-08-01,,,,0.0058,,,,Industrial & Manufacturing,,,,0.2097916281094278,,,
80104722.0,2024-08-01,,,,0.0012,,,,Energy & Resources,,,,0.23301174403010982,,,
93981103.0,2024-08-01,,,,1.0,,,,Financial Services,,,,0.12,,,
93981103.0,2024-08-01,,,,0.2387,,,,Financial Services,,,,0.12000078682219927,,,
93981103.0,2024-08-01,,,,1.0,,,,Financial Services,,,,0.12,,,
93981103.0,2024-08-01,,,,0.2387,,,,Financial Services,,,,0.12000078682219927,,,
80105072.0,2024-08-01,,,,0.0202,,,,Energy & Resources,,,,0.1637062775485828,,,
97615652.0,2024-08-01,,,,0.0058,,,,Energy & Resources,,,,0.2097916281094278,,,
80512807.0,2024-08-01,,,,0.0058,,,,Energy & Resources,,,,0.2097916281094278,,,
80512807.0,2024-08-01,,,,0.0058,,,,Energy & Resources,,,,0.2097916281094278,,,
86373709.0,2024-08-01,,,,0.0005,,,,Technology & Software,,,,0.2370371894433999,,,
96962491.0,2024-08-01,,,,0.0058,,,,Consumer Goods & Retail,,,,0.2097916281094278,,,
96384841.0,2024-08-01,,,,0.0005,,,,Financial Services,,,,0.2370371894433999,,,
96384841.0,2024-08-01,,,,0.0005,,,,Financial Services,,,,0.2370371894433999,,,
97615699.0,2024-08-01,,,,0.0058,,,,Energy & Resources,,,,0.2097916281094278,,,
97489771.0,2024-08-01,,,,0.0058,,,,Energy & Resources,,,,0.2097916281094278,,,
80105457.0,2024-08-01,,,,0.0005,,,,Telecommunications & Media,,,,0.2370371894433999,,,
80105457.0,2024-08-01,,,,0.0005,,,,Telecommunications & Media,,,,0.2370371894433999,,,
80105457.0,2024-08-01,,,,0.0005,,,,Telecommunications & Media,,,,0.2370371894433999,,,
80105457.0,2024-08-01,,,,0.0005,,,,Telecommunications & Media,,,,0.2370371894433999,,,
97455575.0,2024-08-01,,,,0.0012,,,,Financial Services,,,,0.23301174403010982,,,
96164301.0,2024-08-01,,,,0.0005,,,,Energy & Resources,,,,0.2370371894433999,,,
96204630.0,2024-08-01,,,,0.0058,,,,Transportation & Logistics,,,,0.2097916281094278,,,
96204630.0,2024-08-01,,,,0.0058,,,,Transportation & Logistics,,,,0.2097916281094278,,,
97608306.0,2024-08-01,,,,0.0202,,,,Transportation & Logistics,,,,0.1637062775485828,,,
97615694.0,2024-08-01,,,,0.0058,,,,Energy & Resources,,,,0.2097916281094278,,,
97476124.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
97476124.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
97476124.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
97476124.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
97476124.0,2024-08-01,,,,0.0012,,,,Industrial & Manufacturing,,,,0.23301174403010982,,,
97242539.0,2024-08-01,,,,0.0202,,,,Financial Services,,,,0.1637062775485828,,,
96868608.0,2024-08-01,,,,0.0012,,,,Transportation & Logistics,,,,0.23301174403010982,,,
96868608.0,2024-08-01,,,,0.0012,,,,Transportation & Logistics,,,,0.23301174403010982,,,
96868608.0,2024-08-01,,,,0.0012,,,,Transportation & Logistics,,,,0.23301174403010982,,,
96868608.0,2024-08-01,,,,0.0012,,,,Transportation & Logistics,,,,0.23301174403010982,,,
97476076.0,2024-08-01,,,,0.0012,,,,Technology & Software,,,,0.23301174403010982,,,
97476076.0,2024-08-01,,,,0.0012,,,,Technology & Software,,,,0.23301174403010982,,,
97476076.0,2024-08-01,,,,0.0012,,,,Technology & Software,,,,0.23301174403010982,,,
97476076.0,2024-08-01,,,,0.0012,,,,Technology & Software,,,,0.23301174403010982,,,
97476076.0,2024-08-01,,,,0.0012,,,,Technology & Software,,,,0.23301174403010982,,,
97476076.0,2024-08-01,,,,0.0012,,,,Technology & Software,,,,0.23301174403010982,,,
97476076.0,2024-08-01,,,,0.0012,,,,Technology & Software,,,,0.23301174403010982,,,
97476076.0,2024-08-01,,,,0.0012,,,,Technology & Software,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,1.0,,,,,,,,0.12,,,
,2024-08-01,,,,1.0,,,,,,,,0.12,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0005,,,,,,,,0.2370371894433999,,,
,2024-08-01,,,,0.0005,,,,,,,,0.2370371894433999,,,
,2024-08-01,,,,0.2387,,,,,,,,0.12000078682219927,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0005,,,,,,,,0.2370371894433999,,,
,2024-08-01,,,,0.2387,,,,,,,,0.12000078682219927,,,
,2024-08-01,,,,0.2387,,,,,,,,0.12000078682219927,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,1.0,,,,,,,,0.12,,,
,2024-08-01,,,,0.2387,,,,,,,,0.12000078682219927,,,
,2024-08-01,,,,1.0,,,,,,,,0.12,,,
,2024-08-01,,,,0.2387,,,,,,,,0.12000078682219927,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.2387,,,,,,,,0.12000078682219927,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.2387,,,,,,,,0.12000078682219927,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,1.0,,,,,,,,0.12,,,
,2024-08-01,,,,1.0,,,,,,,,0.12,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,1.0,,,,,,,,0.12,,,
,2024-08-01,,,,1.0,,,,,,,,0.12,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0005,,,,,,,,0.2370371894433999,,,
,2024-08-01,,,,0.2387,,,,,,,,0.12000078682219927,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.2387,,,,,,,,0.12000078682219927,,,
,2024-08-01,,,,0.2387,,,,,,,,0.12000078682219927,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0012,,,,,,,,0.23301174403010982,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.2387,,,,,,,,0.12000078682219927,,,
,2024-08-01,,,,0.2387,,,,,,,,0.12000078682219927,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,0.0202,,,,,,,,0.1637062775485828,,,
,2024-08-01,,,,1.0,,,,,,,,0.12,,,
,2024-08-01,,,,0.2387,,,,,,,,0.12000078682219927,,,
,2024-08-01,,,,0.2387,,,,,,,,0.12000078682219927,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
,2024-08-01,,,,0.0058,,,,,,,,0.2097916281094278,,,
